name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Premier Clean Cotswolds Ltd,Building restoration service,"Edgehill Stud, Stratford Road, Warwickshire CV35 0DX",https://www.premiercleancotswolds.com/,0800 058 8282,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,7.0,5.0,https://lh5.googleusercontent.com/p/AF1QipN3jbdQcUPSdcvEqQZiLo-_Bk7W0oiR6AqyqOzF=w138-h92-k-no,https://www.google.com/maps/place/Premier%20Clean%20Cotswolds%20Ltd/data=!4m7!3m6!1s0x48772c5fbc6f8bbd:0x7c1a851a068fff73!8m2!3d52.11972!4d-1.5072649999999999!16s/g/11bz__q_8y!19sChIJvYtvvF8sd0gRc_-PBhqFGnw?authuser=0&hl=en&rclk=1,GB
Jiffy Lube,Auto glass shop,"7903 Fredericksburg Rd, San Antonio, TX 78229",https://www.jiffylube.com/locations/tx/san-antonio/1369,(210) 615-8018,"{""Friday"":""8 AM–6 PM"",""Monday"":""8 AM–6 PM"",""Saturday"":""8 AM–6 PM"",""Sunday"":""9 AM–5 PM"",""Thursday"":""8 AM–6 PM"",""Tuesday"":""8 AM–6 PM"",""Wednesday"":""8 AM–6 PM""}",Closed ⋅ Opens 9 AM,848.0,4.5,https://lh5.googleusercontent.com/p/AF1QipNKsdd6BXFaUwXLXuXt5edKU9oJPMHFJVLuV-pl=w80-h106-k-no,https://www.google.com/maps/place/Jiffy%20Lube/data=!4m7!3m6!1s0x865c5e0193814a1d:0xd54bb40ed4dfeab4!8m2!3d29.5108411!4d-98.5675878!16s/g/1wnbyff_!19sChIJHUqBkwFeXIYRtOrf1A60S9U?authuser=0&hl=en&rclk=1,US
NextCare Urgent Care,Medical Center,"2030 Bluegrass Circle, Cheyenne, WY 82009",https://nextcare.com/locations/wy/cheyenne-urgent-care-bluegrass/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=bluegrass,(307) 635-3500,"{""Friday"":""7 AM–7 PM"",""Monday"":""7 AM–7 PM"",""Saturday"":""8 AM–5:30 PM"",""Sunday"":""8 AM–5:30 PM"",""Thursday"":""7 AM–7 PM"",""Tuesday"":""7 AM–7 PM"",""Wednesday"":""7 AM–7 PM""}",Open ⋅ Closes 7 PM,789.0,4.1,https://lh5.googleusercontent.com/p/AF1QipOeBLZcGPZ6PUSlQ8Y_OiZR4zqWeZg-6TzkQjWU=w92-h92-k-no,https://www.google.com/maps/place/NextCare%20Urgent%20Care/data=!4m7!3m6!1s0x876f3ba9fcc5af81:0xfdbf03734a3729bc!8m2!3d41.1599299!4d-104.7925173!16s/g/1tjkg8xv!19sChIJga_F_Kk7b4cRvCk3SnMDv_0?authuser=0&hl=en&rclk=1,US
Heavens Marketplace Myrtle Beach (Formerly Havens),Christian book store,"4848 Hwy 17 S, North Myrtle Beach, SC 29582",https://www.heavensmarketplace.com/,(843) 712-2067,"{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""10 AM–8 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}",Closed ⋅ Opens 10 AM,61.0,4.7,https://lh5.googleusercontent.com/p/AF1QipOoAMJnIvHHKPjAAuYX4Em-edcXrmAitbOLsWCO=w99-h92-k-no,https://www.google.com/maps/place/Heavens%20Marketplace%20Myrtle%20Beach%20(Formerly%20Havens)/data=!4m7!3m6!1s0x890065952b691be1:0x6e86b52cf219c8c!8m2!3d33.7986585!4d-78.73934!16s/g/11mbp7krlr!19sChIJ4RtpK5VlAIkRjJwhz1Jr6AY?authuser=0&hl=en&rclk=1,US
MBody Healthcare,Medical Center,"10414 Jackson Oaks Way STE 102, Knoxville, TN 37922",https://www.mbodyhealthcare.com/,(865) 399-6026,"{""Friday"":""9 AM–4 PM"",""Monday"":""9 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–4 PM"",""Tuesday"":""9 AM–4 PM"",""Wednesday"":""9 AM–4 PM""}",Closed ⋅ Opens 9 AM Mon,71.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOAnSd9HviyW70mQJ1Y8LWvzWj7jD3A5qwf8szS=w137-h92-k-no,https://www.google.com/maps/place/MBody%20Healthcare/data=!4m7!3m6!1s0x885c2f0bc3b046ad:0xeef68494d94c6b93!8m2!3d35.898624!4d-84.1268095!16s/g/11p73q5y5_!19sChIJrUawwwsvXIgRk2tM2ZSE9u4?authuser=0&hl=en&rclk=1,US
SmilePartnerz Dental Health Group-Dr. Frank DiCicco and Dr. Harry Long,Dentist,"330 Ratzer Rd, Wayne, NJ 07470",smilepartnerz.com,+19736945101,"""{\""Friday\"":\""9AM to 5PM\"",\""Monday\"":\""9AM to 5PM\"",\""Saturday\"":\""Closed\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""9AM to 5PM\"",\""Tuesday\"":\""9AM to 5PM\"",\""Wednesday\"":\""9AM to 5PM\""}""",,3.0,5.0,,"https://www.google.com/maps/place/SmilePartnerz+Dental+Health+Group-Dr.+Frank+DiCicco+and+Dr.+Harry+Long/@40.947442,-74.266001,17z/data=!3m1!4b1!4m6!3m5!1s0x89c302535fdcf853:0x9ccd6f3ff2fd3b8a!8m2!3d40.947442!4d-74.2638123!16s%2Fg%2F1pp2vkls8",US
All A Girl Wants,Hair extension technician,"4225 Dale Blvd, Woodbridge, VA 22193",http://shop-allagirlwants.com/,(571) 866-7139,"{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""8 AM–6 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–7 PM""}",Open ⋅ Closes 5 PM,16.0,5.0,https://lh5.googleusercontent.com/p/AF1QipM5za4IxQbJ0p5d7e3zxMnnqnUKxz65Fw0ZwIbT=w80-h106-k-no,https://www.google.com/maps/place/All%20A%20Girl%20Wants/data=!4m7!3m6!1s0x89b6566c3b5f5701:0xcd52b61290201369!8m2!3d38.643803399999996!4d-77.3378844!16s/g/11gcxyt41c!19sChIJAVdfO2xWtokRaRMgkBK2Us0?authuser=0&hl=en&rclk=1,US
Reform & Renew Osteopathy,Acupuncture clinic,"144 Sandringham Way, Frimley, Camberley GU16 9YG",http://www.randrosteopathy.co.uk/,07544 516816,"{""Friday"":""11 am–7 pm"",""Monday"":""9 am–8 pm"",""Saturday"":""10:30 am–2 pm"",""Sunday"":""Closed"",""Thursday"":""9:30 am–12:30 pm"",""Tuesday"":""Closed"",""Wednesday"":""9:30 am–8 pm""}",Closed ⋅ Opens 9:30 am Wed,19.0,5.0,https://lh5.googleusercontent.com/p/AF1QipML3EHF8N20mfuE23WuALrsIPQQNwupiVavA7_b=w91-h92-k-no,https://www.google.com/maps/place/Reform%20&%20Renew%20Osteopathy/data=!4m7!3m6!1s0x4875d4e0040aa4c1:0x37c2aca8db75c947!8m2!3d51.310093699999996!4d-0.7242249!16s/g/1tfjvrcg!19sChIJwaQKBODUdUgRR8l126iswjc?authuser=0&hl=en&rclk=1,GB
ALTO LABS - CREA LA TUA APP,Software company,"Via Felice Cavallotti, 10, 24047 Treviglio BG, Italy",http://www.alto-labs.com/,+39 339 683 2038,"{""Friday"":""9 AM–5:30 PM"",""Monday"":""9 AM–5:30 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5:30 PM"",""Tuesday"":""9 AM–5:30 PM"",""Wednesday"":""9 AM–5:30 PM""}",Closed ⋅ Opens 9 AM,3.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOlzoKjMWroFMp44rtbHI-8PnZddZT0TS2oOvO0=w138-h92-k-no,https://www.google.com/maps/place/ALTO%20LABS%20-%20CREA%20LA%20TUA%20APP/data=!4m7!3m6!1s0x4781498e2583b921:0xc1ab44541daf0bf2!8m2!3d45.524986!4d9.593613!16s/g/11cnmyz6jt!19sChIJIbmDJY5JgUcR8guvHVREq8E?authuser=0&hl=en&rclk=1,IT
Ośrodek Szkolenia Kierowców Mobile Urbaniak-Waszkiewicz,Drivers license training school,"Skalników 54, 59-100 Polkowice, Poland",http://www.mobilesc.pl/,+48 603 318 112,,,34.0,4.8,https://lh5.googleusercontent.com/p/AF1QipP9OFIN8LO48KzWaCIvYJkkmuwCX7kG3KgVX_9X=w122-h92-k-no,https://www.google.com/maps/place/O%C5%9Brodek%20Szkolenia%20Kierowc%C3%B3w%20Mobile%20Urbaniak-Waszkiewicz/data=!4m7!3m6!1s0x470f5de0062d653f:0x94b6ea6f4e5de1e!8m2!3d51.509147!4d16.072228!16s/g/11fz2jpg95!19sChIJP2UtBuBdD0cRHt7l9KZuSwk?authuser=0&hl=en&rclk=1,PL
Amj Electrical contractors limited,Electrician,"The Business Centre, Unit 6 Grimsby, Grimsby DN31 3JH",,07709 508895,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TaZ2Go-BYoVWksuU-CLLGw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=188.81465&pitch=0&thumbfov=100,https://www.google.com/maps/place/Amj%20Electrical%20contractors%20limited/data=!4m7!3m6!1s0x48789cb7085f993f:0xa5bc7b4d89391087!8m2!3d53.5724245!4d-0.0792282!16s/g/11btxcqr__!19sChIJP5lfCLeceEgRhxA5iU17vKU?authuser=0&hl=en&rclk=1,GB
"Chad (Chandrakant) Patel, MD",Emergency care service,"5142 Goodman Rd, Olive Branch, MS 38654",http://www.medpost.com/,(855) 463-4413,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,1.0,1.0,https://lh5.googleusercontent.com/p/AF1QipN4bBQTaq4vUbPsGjjexmWc1qynaa70I3DhMsZ0=w163-h92-k-no,"https://www.google.com/maps/place/Chad%20(Chandrakant)%20Patel,%20MD/data=!4m7!3m6!1s0x887f8e903c7300ab:0x34a50772e2df15c!8m2!3d34.9633356!4d-89.8980765!16s/g/11cm4941dx!19sChIJqwBzPJCOf4gRXPEtLndQSgM?authuser=0&hl=en&rclk=1",US
A.Lympany Vehicle Services,Mechanic,"Unit 5, Boardman Industrial Estate, Boardman Rd, Swadlincote DE11 9NZ",,07808 059800,"{""Friday"":""8:30 am–6:30 pm"",""Monday"":""8:30 am–6:30 pm"",""Saturday"":""8 am–2 pm"",""Sunday"":""Closed"",""Thursday"":""8:30 am–6:30 pm"",""Tuesday"":""8:30 am–6:30 pm"",""Wednesday"":""8:30 am–6:30 pm""}",Closed ⋅ Opens 8:30 am Mon,3.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNsAOuVQC2LXthfiaS507GPapBUXC1IJmYpS3Dj=w122-h92-k-no,https://www.google.com/maps/place/A.Lympany%20Vehicle%20Services/data=!4m7!3m6!1s0x4879ff4f990d2b9d:0x5c7d72e75dfae930!8m2!3d52.7682339!4d-1.5796772!16s/g/11dz3vz71q!19sChIJnSsNmU__eUgRMOn6XedyfVw?authuser=0&hl=en&rclk=1,GB
Chevron,Auto repair shop,"3213 Bret Clodfelter Way, The Dalles, OR 97058",https://www.chevronwithtechron.com/station/3213-NE-Bret-Clodfelter-The-Dalles-OR-97058-id212020,(541) 296-8116,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,25.0,3.3,https://lh5.googleusercontent.com/p/AF1QipNnsuVSLm8GIxmeX3v8L6FQ0pRC5-6_3htfQjzy=w163-h92-k-no,https://www.google.com/maps/place/Chevron/data=!4m7!3m6!1s0x54961e36d62e70e5:0x9072c0a232173883!8m2!3d45.604259299999995!4d-121.136955!16s/g/1hhxdr746!19sChIJ5XAu1jYellQRgzgXMqLAcpA?authuser=0&hl=en&rclk=1,US
Cabin on the Bogue,Lodge,"815 Patterson Rd, Leland, MS 38756",cabinonthebogue.com,+16628205946,,,25.0,4.6,https://lh5.googleusercontent.com/p/AF1QipNnb8kbdvLp8FLfS8OREKzj-Fhl3IFrnfVaUefJ=w408-h306-k-no,https://www.google.com/maps/place/Cabin+on+the+Bogue/data=!4m6!3m5!1s0x862bc0dec5f4600f:0xd4d5dcb4d02a2bfa!8m2!3d33.3944134!4d-90.8437488!16s%2Fg%2F1pp2vf51z?hl=en,US
Hertz Car Rental,Car rental agency,"2323 Hanford Rd, Burlington, NC 27215",https://www.hertz.com/rentacar/reservation/,(336) 402-1315,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 9 AM,73.0,3.5,https://lh5.googleusercontent.com/p/AF1QipMnnmjNnOu8bPKvlEGCzpvhbsUnkmT-YAMKxN33=w122-h92-k-no,https://www.google.com/maps/place/Hertz%20Car%20Rental/data=!4m7!3m6!1s0x88532b8fff4b1091:0x499b136221248907!8m2!3d36.060451!4d-79.4386767!16s/g/11hbk4pxkx!19sChIJkRBL_48rU4gRB4kkIWITm0k?authuser=0&hl=en&rclk=1,US
Blossom Nails & Spa,Nail salon,"4004, 6 NC-105 S Suite, Banner Elk, NC 28604",https://www.lldtek.com/salon/appt/NzA0OXxibG9zc29tNDY2MXxOQ18wNTUxMHxlYWQzNzliNzMxM2MwNzUxZDhiYjJjZThkZDVlMjViZQ==,(828) 783-9180,"{""Friday"":""9:30 AM–7:30 PM"",""Monday"":""9:30 AM–7:30 PM"",""Saturday"":""9:30 AM–6:30 PM"",""Sunday"":""11 AM–5 PM"",""Thursday"":""9:30 AM–7:30 PM"",""Tuesday"":""Closed"",""Wednesday"":""9:30 AM–7:30 PM""}",Open ⋅ Closes 7:30 PM,243.0,4.8,,https://www.google.com/maps/place/Blossom%20Nails%20&%20Spa/data=!4m7!3m6!1s0x8850ede84fd89749:0x3823f5a0e471e0aa!8m2!3d36.1188746!4d-81.8354574!16s/g/11fqn3w1sm!19sChIJSZfYT-jtUIgRquBx5KD1Izg?authuser=0&hl=en&rclk=1,US
Sight Eyecare,Optometrist,"1920 Northpoint Blvd Suite 102, Hixson, TN 37343",http://www.sighteyecarechatt.com/,(423) 870-3939,"{""Friday"":""Closed"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 9 AM,28.0,4.9,https://lh5.googleusercontent.com/p/AF1QipNuOQo3Ysqvc6jsjRONVeo4DsyM3-jwczdyfyEE=w142-h92-k-no,https://www.google.com/maps/place/Sight%20Eyecare/data=!4m7!3m6!1s0x88608a93de5fd831:0xf5d74610c64dfac8!8m2!3d35.138208999999996!4d-85.24484!16s/g/1thl_50p!19sChIJMdhf3pOKYIgRyPpNxhBG1_U?authuser=0&hl=en&rclk=1,US
Redbox,Movie rental kiosk,"355 Rte 25A, Miller Place, NY 11764",https://www.redbox.com/locations/new-york/miller-place/11764/28468,+18667332693,"{""Friday"":""12 AM–11 PM"",""Monday"":""12 AM–11 PM"",""Saturday"":""12 AM–11 PM"",""Sunday"":""12 AM–11 PM"",""Thursday"":""12 AM–11 PM"",""Tuesday"":""12 AM–11 PM"",""Wednesday"":""12 AM–11 PM""}",Open ⋅ Closes 11 PM,1.0,4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWsW9RlyDQO306YlKBQGUw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.76487&pitch=0&thumbfov=100,https://www.google.com/maps/place/Redbox/data=!4m7!3m6!1s0x89e8418be8777035:0xd23c4a7ec1936989!8m2!3d40.9422555!4d-72.9891970!16s%2Fg%2F11bbx0r65d!19sChIJNXB36ItB6IkRiWmTwX5KPNI?authuser=0&hl=en&rclk=1,US
Oh So Pawfect,Pet groomer,"60 Station Rd, Ellesmere Port CH65 4BQ",https://www.facebook.com/Oh-So-Pawfect-111469178112488/,07586 904607,"{""Friday"":""8 am–6 pm"",""Monday"":""8 am–6 pm"",""Saturday"":""8 am–6 pm"",""Sunday"":""Closed"",""Thursday"":""8 am–6 pm"",""Tuesday"":""8 am–6 pm"",""Wednesday"":""8 am–6 pm""}",Open ⋅ Closes 6 pm,6.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNnObYCWCSZwRjXI9GuI57bGk7I3dyDkYc_JDpf=w80-h106-k-no,https://www.google.com/maps/place/Oh%20So%20Pawfect/data=!4m7!3m6!1s0x487adf2a00b07e73:0x5a9cada384d4042b!8m2!3d53.2849285!4d-2.8948186!16s/g/11q4d238k6!19sChIJc36wACrfekgRKwTUhKOtnFo?authuser=0&hl=en&rclk=1,GB
Ankers Garage,Auto body shop,"1006-1/2 Mt Rose Ave, York, PA 17403",,(717) 751-2164,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,66.0,4.4,https://lh5.googleusercontent.com/p/AF1QipN07qs6Jsfg-tKy2kbg9tOTYQXMmJHKyLVKvmRg=w123-h92-k-no,https://www.google.com/maps/place/Ankers%20Garage/data=!4m7!3m6!1s0x89c88ec67a6ea3a1:0xe096d87f2145da34!8m2!3d39.9604334!4d-76.7050854!16s/g/1vyxkcrh!19sChIJoaNuesaOyIkRNNpFIX_YluA?authuser=0&hl=en&rclk=1,US
Clearway Pain Solutions - Pace,Pain management physician,"3810 US-90, Pace, FL 32571",https://clearwaypain.com/locations/pace/,(855) 527-7246,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Closed ⋅ Opens 8 AM Mon,279.0,4.5,https://lh5.googleusercontent.com/p/AF1QipMKjQCYG620xiG3PZ3taGSIWa-e126p6a2jILYa=w189-h92-k-no,https://www.google.com/maps/place/Clearway%20Pain%20Solutions%20-%20Pace/data=!4m7!3m6!1s0x8890ec73b40a20dd:0xd6b327d63b843e74!8m2!3d30.5984777!4d-87.16521619999999!16s/g/11dxdgphn7!19sChIJ3SAKtHPskIgRdD6EO9Yns9Y?authuser=0&hl=en&rclk=1,US
"Andrew B. Wolff, MD",Sports medicine physician,"5215 Loughboro Rd NW # 200, Washington, DC 20016",https://www.wosm.com/,(202) 787-5601,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,82.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UBPU9fI7xD4k4ztHXCx-3Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=3.0890641&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Andrew%20B.%20Wolff,%20MD/data=!4m7!3m6!1s0x89b7cbb24f41729d:0x45ddafa5f8e91a2e!8m2!3d38.9370495!4d-77.10745659999999!16s/g/11g2vc010c!19sChIJnXJBT7LLt4kRLhrp-KWv3UU?authuser=0&hl=en&rclk=1",US
Palmen Cadillac,GMC dealer,"7110 74th Pl, Kenosha, WI 53142",https://www.palmencadillac.com/,(877) 788-9136,"{""Friday"":""9 AM–8 PM"",""Monday"":""9 AM–8 PM"",""Saturday"":""9 AM–5 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–8 PM"",""Tuesday"":""9 AM–8 PM"",""Wednesday"":""9 AM–8 PM""}",Closed ⋅ Opens 9 AM Mon,52.0,4.3,https://lh5.googleusercontent.com/p/AF1QipMfhQlhipEPo33ZfqrtiQeNJw0tj0zlZ-vGHjex=w122-h92-k-no,https://www.google.com/maps/place/Palmen%20Cadillac/data=!4m7!3m6!1s0x880560552d03b8f5:0xf0d8bf58be481a83!8m2!3d42.5691972!4d-87.89409169999999!16s/g/11c6_bcgt1!19sChIJ9bgDLVVgBYgRgxpIvli_2PA?authuser=0&hl=en&rclk=1,US
Tune In Mindfulness,Meditation center,"250 E Broadway Suite 280, Salt Lake City, UT 84111",http://tuneinmindfulness.com/,(801) 203-0035,"{""Friday"":""7–8:30 AM"",""Monday"":""7–8:30 AM"",""Saturday"":""Closed"",""Sunday"":""7:30–9 PM"",""Thursday"":""7–8:30 AM"",""Tuesday"":""7–8:30 AM"",""Wednesday"":""7–8 AM""}",Closed ⋅ Opens 7:30 PM,10.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMeONSjM6kvmQcZNejQe5SLoZf92ZKO9GA1PM6w=w122-h92-k-no,https://www.google.com/maps/place/Tune%20In%20Mindfulness/data=!4m7!3m6!1s0x8752f56bc2d4c991:0x301b0379fd32e258!8m2!3d40.7624924!4d-111.8839256!16s/g/11j1hf56zs!19sChIJkcnUwmv1UocRWOIy_XkDGzA?authuser=0&hl=en&rclk=1,US
Elengy - LNG Terminal Fos Cavaou,Gas company,"Route des Plages, 13270 Fos-sur-Mer, France",https://www.elengy.com/,+33 4 42 05 73 71,"{""Friday"":""7:15 AM–4:15 PM"",""Monday"":""7:15 AM–4:15 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7:15 AM–4:15 PM"",""Tuesday"":""7:15 AM–4:15 PM"",""Wednesday"":""7:15 AM–4:15 PM""}",Closed ⋅ Opens 7:15 AM,35.0,3.8,https://lh5.googleusercontent.com/p/AF1QipMgOnyuxPIpCIJUoDljYSM8UTapGcEG9hie4tic=w204-h92-k-no,https://www.google.com/maps/place/Elengy%20-%20LNG%20Terminal%20Fos%20Cavaou/data=!4m7!3m6!1s0x12b619d16c3ff2a3:0x695a652b67bfcb31!8m2!3d43.4254874!4d4.900131399999999!16s/g/120qklq5!19sChIJo_I_bNEZthIRMcu_ZytlWmk?authuser=0&hl=en&rclk=1,FR
Tree of Life Counseling Services,Counselor,"1460 Walton Blvd. suite 60, Rochester Hills, MI 48309",https://treeoflifecounselingservices.com/contact-us,(248) 608-4514,,,8.0,4.8,https://lh5.googleusercontent.com/p/AF1QipMaLyd_rlO6A9nZsLR7OYA05twXfhG9OkYdWpLw=w80-h106-k-no,https://www.google.com/maps/place/Tree%20of%20Life%20Counseling%20Services/data=!4m7!3m6!1s0x8824e98cbf0946cf:0x58d3031b8e3e1114!8m2!3d42.682153799999995!4d-83.1597336!16s/g/11f63y2q9y!19sChIJz0YJv4zpJIgRFBE-jhsD01g?authuser=0&hl=en&rclk=1,US
Settlement Ink,Escrow service,"4719 Chestnut St, Bethesda, MD 20814",http://www.settlementink.com/,(301) 907-8800,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}",Closed ⋅ Opens 9 AM Mon,35.0,4.7,https://lh5.googleusercontent.com/p/AF1QipPJEH1bclf4Sw75obK_W12myGkON6kj8Zwhbnj2=w80-h106-k-no,https://www.google.com/maps/place/Settlement%20Ink/data=!4m7!3m6!1s0x89b7c967396c19a5:0x81d2bfd5be7125dc!8m2!3d38.9936236!4d-77.09575699999999!16s/g/1263yb55t!19sChIJpRlsOWfJt4kR3CVxvtW_0oE?authuser=0&hl=en&rclk=1,US
Associates in Primary Care Medicine,Medical group,"857 Post Rd, Warwick, RI 02888",http://www.apcmweb.com/,(401) 467-3115,"{""Friday"":""8 AM–3 PM"",""Monday"":""8 AM–4 PM"",""Saturday"":""8:30 AM–4 PM"",""Sunday"":""Closed"",""Thursday"":""7 AM–6 PM"",""Tuesday"":""8 AM–6 PM"",""Wednesday"":""8 AM–4 PM""}",Open ⋅ Closes 6 PM,64.0,2.8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-a_hX---4SWlLXUXqQaIhg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=294.15363&pitch=0&thumbfov=100,https://www.google.com/maps/place/Associates%20in%20Primary%20Care%20Medicine/data=!4m7!3m6!1s0x89e44e4566abe40b:0x75f7f04b3e6e9c0b!8m2!3d41.7526988!4d-71.4162048!16s/g/1tgwt8k2!19sChIJC-SrZkVO5IkRC5xuPkvw93U?authuser=0&hl=en&rclk=1,US
San Tan Eye Care,Eye care center,"2680 S Val Vista Dr, Gilbert, AZ 85295",http://www.santaneyecare.com/,(480) 807-0288,"{""Friday"":""8 AM–2 PM"",""Monday"":""8 AM–1 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–1 PM"",""Tuesday"":""8 AM–1 PM"",""Wednesday"":""8 AM–1 PM""}",Opens soon ⋅ 8 AM,140.0,4.4,https://lh5.googleusercontent.com/p/AF1QipP0uZdagi24dTejT84fSbJ-KMgzmkmWzVgXu0Rx=w122-h92-k-no,https://www.google.com/maps/place/San%20Tan%20Eye%20Care/data=!4m7!3m6!1s0x872bac77217729e1:0xe2e935f69334730!8m2!3d33.3014746!4d-111.7566683!16s/g/1td5m514!19sChIJ4Sl3IXesK4cRMEczaV-TLg4?authuser=0&hl=en&rclk=1,US
Stafford Healthcare,Nursing home,"560 Lebo Blvd, Bremerton, WA 98310",http://www.staffordhealthcare.com/,(360) 479-1515,,,14.0,1.9,https://lh5.googleusercontent.com/p/AF1QipPBT5qMihb3cH4XWYXIHn00SCYsDnobx2op2Yk5=w80-h106-k-no,https://www.google.com/maps/place/Stafford%20Healthcare/data=!4m7!3m6!1s0x549039dff561647f:0x35cec8e0f3d4f5a!8m2!3d47.583476499999996!4d-122.6334017!16s/g/1tfwk1gq!19sChIJf2Rh9d85kFQRWk89D47sXAM?authuser=0&hl=en&rclk=1,US
